diagnosis_type	diagnosis_code	diagnosis_description	icd9cm	icd10cm	flags
ICD9	361.04	RECENT RETINAL DETACHMENT, PARTIAL, WITH RETINAL DIALYSIS	36104	H33049	10000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F16288	10000
ICD9	363.2	OTHER AND UNSPECIFIED FORMS OF CHORIORETINITIS AND RETINOCHOROIDITIS	36320	H3093	10000
ICD9	277.87	Disorder of mitochondrial metabolism	27787	E8842	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72141D	10000
ICD9	663.41	Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition	66341	O693XX0	10000
ICD9	757.33	CONGENITAL PIGMENTARY ANOMALIES OF SKIN	75733	Q822	10000
ICD9	711.41	ARTHROPATHY INVOLVING SHOULDER REGION ASSOCIATED WITH OTHER BACTERIAL DISEASES	71141	M01X19	10000
ICD9	483.0	PNEUMONIA DUE TO MYCOPLASMA PNEUMONIAE	4830	J157	00000
ICD9	386.5	LABYRINTHINE DYSFUNCTION	38650	H832X9	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62111D	10000
ICD9	E016.2	Activities Involving Building and Construction	E0162	Y93H3	00000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F14122	10000
ICD9	576.4	FISTULA OF BILE DUCT	5764	K833	00000
ICD9	242.80	THYROTOXICOSIS OF OTHER SPECIFIED ORIGIN WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM	24280	E0540	10000
ICD9	375.52	STENOSIS OF LACRIMAL PUNCTUM	37552	H04569	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S89301D	10000
ICD9	930.2	FOREIGN BODY IN LACRIMAL PUNCTUM	9302	T1582XA	10000
ICD9	375.16	DISLOCATION OF LACRIMAL GLAND	37516	H04169	10000
ICD9	788.64	Urinary hesitancy	78864	R3911	00000
ICD9	976.3	POISONING BY EMOLLIENTS, DEMULCENTS, AND PROTECTANTS	9763	T493X4A	10000
ICD9	661.90	Unspecified abnormality of labor, unspecified as to episode of care or not applicable	66190	O629	10000
ICD9	532.41	CHRONIC OR UNSPECIFIED DUODENAL ULCER WITH HEMORRHAGE, WITH OBSTRUCTION	53241	K56699	10112
ICD9	852.05	SUBARACHNOID HEMORRHAGE FOLLOWING INJURY, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	85205	S066X7A	10000
ICD9	754.0	CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SKULL, FACE, AND JAW	7540	Q671	10000
ICD9	905	LATE EFFECTS OF MUSCULOSKELETAL AND CONNECTIVE TISSUE INJURIES	9050	S02401S	10000
ICD9	692.73	ACTINIC RETICULOID AND ACTINIC GRANULOMA	69273	L575	10000
ICD9	V43.6	JOINT REPLACED BY OTHER MEANS	V4360	Z9660	00000
ICD9	945.02	BURN OF UNSPECIFIED DEGREE OF FOOT	94502	T25029A	10000
ICD9	992.7	HEAT EDEMA	9927	T677XXA	10000
ICD9	739.2	NONALLOPATHIC LESIONS OF THORACIC REGION, NOT ELSEWHERE CLASSIFIED	7392	M9902	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82152D	10000
ICD9	834.12	OPEN DISLOCATION INTERPHALANGEAL (JOINT), HAND	83412	S61209A	10122
ICD9	724.9	OTHER UNSPECIFIED BACK DISORDERS	7249	M539	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32391D	10000
ICD9	904.50	INJURY TO TIBIAL VESSEL(S), UNSPECIFIED	90450	S85109A	10000
ICD9	E870.9	ACCIDENTAL CUT, PUNCTURE, PERFORATION OR HEMORRHAGE DURING UNSPECIFIED MEDICAL CARE	E8709	NoDx	11000
ICD9	801.46	CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION	80146	S069X9A	10112
ICD9	202.67	MALIGNANT MAST CELL TUMORS INVOLVING SPLEEN	20267	C9629	10000
ICD9	V12.1	PERSONAL HISTORY OF NUTRITIONAL DEFICIENCY	V121	Z8639	10000
ICD9	730.95	UNSPECIFIED INFECTION OF BONE OF PELVIC REGION AND THIGH	73095	M869	10000
ICD9	410	ACUTE MYOCARDIAL INFARCTION	41000	I2109	10000
ICD9	618.01	Cystocele, midline	61801	N8111	10000
ICD9	171.3	MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF LOWER LIMB, INCLUDING HIP	1713	C4920	10000
ICD9	654.64	OTHER CONGENITAL OR ACQUIRED ABNORMALITY OF CERVIX, POSTPARTUM CONDITION OR COMPLICATION	65464	O3443	10000
ICD9	637.32	UNSPECIFIED ABORTION, COMPLETE, COMPLICATED BY RENAL FAILURE	63732	O0482	10000
ICD9	161.1	MALIGNANT NEOPLASM OF SUPRAGLOTTIS	1611	C321	00000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42456D	10000
ICD9	656.23	Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother, antepartum condition or complication	65623	O361920	10000
ICD9	228.00	HEMANGIOMA OF UNSPECIFIED SITE	22800	D1800	00000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72023D	10000
ICD9	070	VIRAL HEPATITIS	0700	B150	00000
ICD9	V28.89	Other specified antenatal screening	V2889	Z3686	10000
ICD9	730.31	PERIOSTITIS, WITHOUT MENTION OF OSTEOMYELITIS, INVOLVING SHOULDER REGION	73031	M869	10000
ICD9	372.8	OTHER DISORDERS OF CONJUNCTIVA	37289	H1189	10000
ICD9	988.2	TOXIC EFFECT OF BERRIES AND OTHER PLANTS EATEN AS FOOD	9882	T622X1A	10000
ICD9	301.10	AFFECTIVE PERSONALITY DISORDER, UNSPECIFIED	30110	F340	10000
ICD9	952.9	Unspecified Site of Spinal Cord Injury without Evidence of Spinal Bone Injury	9529	S34139A	10000
ICD9	327.00	Organic insomnia, unspecified	32700	G4701	10000
ICD9	V29.8	Observation and Evaluation of Newborn for Other Specified Suspected Condition	V298	Z0572	10000
ICD9	736.5	GENU RECURVATUM (ACQUIRED)	7365	M21869	10000
ICD9	996.69	INFECTION AND INFLAMMATORY REACTION DUE TO OTHER INTERNAL PROSTHETIC DEVICE, IMPLANT, AND GRAFT	99669	T8579XA	10000
ICD9	E834.1	OTHER FALL FROM ONE LEVEL TO ANOTHER IN WATER TRANSPORT INJURING OCCUPANT OF SMALL BOAT, POWERED	E8341	V9333XA	10000
ICD9	368.31	SUPPRESSION OF BINOCULAR VISION	36831	H5334	00000
ICD9	806.14	OPEN FRACTURE OF C(1)-C(4) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	80614	S12301B	10142
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S79099D	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82436D	10000
ICD9	825	FRACTURE OF ONE OR MORE TARSAL AND METATARSAL BONES	8250	S99009A	10000
ICD9	552.00	UNILATERAL OR UNSPECIFIED FEMORAL HERNIA WITH OBSTRUCTION	55200	K4130	00000
ICD9	601.1	CHRONIC PROSTATITIS	6011	N411	00000
ICD9	V82.5	SCREENING FOR CHEMICAL POISONING AND OTHER CONTAMINATION	V825	Z1388	00000
ICD9	E939.1	PHENOTHIAZINE-BASED TRANQUILIZERS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9391	NoDx	11000
ICD9	225.0	BENIGN NEOPLASM OF BRAIN	2250	D332	10000
ICD9	E969	LATE EFFECTS OF INJURY PURPOSELY INFLICTED BY OTHER PERSON	E969	Y041XXS	10000
ICD9	E830.1	ACCIDENT TO WATERCRAFT CAUSING SUBMERSION INJURING OCCUPANT OF SMALL BOAT, POWERED	E8301	V9089XA	10000
ICD9	719.0	EFFUSION OF JOINT	71900	M2540	10000
ICD9	V57.4	CARE INVOLVING ORTHOPTIC TRAINING	V574	Z5189	10000
ICD9	072.9	MUMPS WITHOUT MENTION OF COMPLICATION	0729	B269	00000
ICD9	754.2	CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SPINE	7542	Q76426	10000
ICD9	682.6	CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT	6826	L03129	10000
ICD9	880.1	OPEN WOUND OF SHOULDER AND UPPER ARM, COMPLICATED	88010	S41029A	10000
ICD9	782.6	PALLOR AND FLUSHING	78261	R231	00000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82209D	10000
ICD9	649.61	Uterine size date discrepancy, delivered, with or without mention of antepartum condition	64961	O26843	10000
ICD9	656.71	Other placental conditions affecting management of mother, delivered, with or without mention of antepartum condition	65671	O43811	10000
ICD9	806.22	CLOSED FRACTURE OF T(1)-T(6) LEVEL WITH ANTERIOR CORD SYNDROME	80622	S22019A	10112
ICD9	749.14	CLEFT LIP, BILATERAL, INCOMPLETE	74914	Q360	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62328D	10000
ICD9	303.01	ACUTE ALCOHOLIC INTOXICATION IN ALCOHOLISM, CONTINUOUS DRINKING BEHAVIOR	30301	F10229	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32423D	10000
ICD9	362.35	CENTRAL RETINAL VEIN OCCLUSION	36235	H348192	10000
ICD9	656.91	Unspecified fetal and placental problem affecting management of mother, delivered, with or without mention of antepartum condition	65691	O3693X0	10000
ICD9	085.0	LEISHMANIASIS VISCERAL [KALA-AZAR]	0850	B550	00000
ICD9	286.9	OTHER AND UNSPECIFIED COAGULATION DEFECTS	2869	D688	10000
ICD9	779.4	DRUG REACTIONS AND INTOXICATIONS SPECIFIC TO NEWBORN	7794	P938	10000
ICD9	536.1	ACUTE DILATATION OF STOMACH	5361	K310	00000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42132D	10000
ICD9	641.23	Premature separation of placenta, antepartum condition or complication	64123	O4592	10000
ICD9	658.41	Infection of amniotic cavity, delivered, with or without mention of antepartum condition	65841	O411010	10000
ICD9	958.99	Traumatic compartment syndrome of other sites	95899	T79A9XA	10000
ICD9	E947	OTHER AND UNSPECIFIED DRUGS AND MEDICINAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9470	NoDx	11000
ICD9	237.2	NEOPLASM OF UNCERTAIN BEHAVIOR OF ADRENAL GLAND	2372	D4410	10000
ICD9	E876.2	FAILURE IN SUTURE AND LIGATURE DURING SURGICAL OPERATION	E8762	Y652	00000
ICD9	066.3	OTHER MOSQUITO-BORNE FEVER	0663	A924	10000
ICD9	802.5	MALAR AND MAXILLARY BONES, OPEN FRACTURE	8025	S0240AB	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42252D	10000
ICD9	716.30	CLIMACTERIC ARTHRITIS, SITE UNSPECIFIED	71630	M1380	10000
ICD9	807.4	FLAIL CHEST	8074	S225XXB	10000
ICD9	766.21	Post-term infant	76621	P0821	00000
ICD9	936	FOREIGN BODY IN INTESTINE AND COLON	936	T184XXA	10000
ICD9	669.81	OTHER COMPLICATIONS OF LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION	66981	O7581	10000
ICD9	V24.1	POSTPARTUM CARE AND EXAMINATION OF LACTATING MOTHER	V241	Z391	00000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S02631S	10000
ICD9	787.9	OTHER SYMPTOMS INVOLVING DIGESTIVE SYSTEM	78799	R198	10000
ICD9	807.5	CLOSED FRACTURE OF LARYNX AND TRACHEA	8075	S128XXA	10000
ICD9	825.0	FRACTURE OF CALCANEUS, CLOSED	8250	S92009A	10000
ICD9	872.74	OPEN WOUND OF COCHLEA, COMPLICATED	87274	S09309A	10000
ICD9	795.18	Unsatisfactory vaginal cytology smear	79518	R87625	00000
ICD9	543.9	OTHER AND UNSPECIFIED DISEASES OF APPENDIX	5439	K383	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S49001D	10000
ICD9	V21.8	OTHER SPECIFIED CONSTITUTIONAL STATES IN DEVELOPMENT	V218	Z002	10000
ICD9	904.8	INJURY TO UNSPECIFIED BLOOD VESSEL OF LOWER EXTREMITY	9048	S75909A	10000
ICD9	941.10	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF UNSPECIFIED SITE OF FACE AND HEAD	94110	T2050XA	10000
ICD9	944.25	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF PALM OF HAND	94425	T23259A	10000
ICD9	806.0	CLOSED FRACTURE OF CERVICAL VERTEBRA WITH SPINAL CORD INJURY	80600	S12201A	10132
ICD9	948.30	BURN [ANY DEGREE] INVOLVING 30-39 PERCENT OF BODY SURFACE WITH THIRD DEGREE BURN OF LESS THAN 10 PERCENT OR UNSPECIFIED AMOUNT	94830	T3230	10000
ICD9	290.13	PRESENILE DEMENTIA WITH DEPRESSIVE FEATURES	29013	F0390	10000
ICD9	V01.81	CONTACT WITH OR EXPOSURE TO COMMUNICABLE DISEASES, ANTHRAX	V0181	Z20810	00000
ICD9	V85.23	Body Mass Index 27.0-27.9, adult	V8523	Z6827	00000
ICD9	208.00	Acute leukemia of unspecified cell type without mention of having achieved remission	20800	C9500	00000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72421D	10000
ICD9	905	LATE EFFECTS OF MUSCULOSKELETAL AND CONNECTIVE TISSUE INJURIES	9050	S0240FS	10000
ICD9	E832	OTHER ACCIDENTAL SUBMERSION OR DROWNING IN WATER TRANSPORT ACCIDENT	E8320	V9209XA	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82169D	10000
ICD9	238.79	Other lymphatic and hematopoietic tissues	23879	C9442	10000
ICD9	V14.6	PERSONAL HISTORY OF ALLERGY TO ANALGESIC AGENT	V146	Z886	00000
ICD9	943.21	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF FOREARM	94321	T22619A	10000
ICD9	031.0	PULMONARY DISEASES DUE TO OTHER MYCOBACTERIA	0310	A310	00000
ICD9	E969	LATE EFFECTS OF INJURY PURPOSELY INFLICTED BY OTHER PERSON	E969	Y01XXXS	10000
ICD9	078.1	VIRAL WARTS	07810	B079	00000
ICD9	732.7	OSTEOCHONDRITIS DISSECANS	7327	M9320	10000
ICD9	445.89	ATHEROEMBOLISM, OTHER SITE	44589	I7589	00000
ICD9	814.02	CLOSED FRACTURE OF LUNATE [SEMILUNAR] BONE OF WRIST	81402	S62123A	10000
ICD9	911.5	INSECT BITE, NONVENOMOUS OF TRUNK, INFECTED	9115	S2096XA	10111
ICD9	553.01	RECURRENT UNILATERAL OR UNSPECIFIED FEMORAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE	55301	K4191	00000
ICD9	674.34	OTHER COMPLICATIONS OF OBSTETRICAL SURGICAL WOUNDS, POSTPARTUM CONDITION OR COMPLICATION	67434	O860	10000
ICD9	277.02	CYSTIC FIBROSIS WITH PULMONARY MANIFESTATIONS	27702	E840	00000
ICD9	645	LATE PREGNANCY	64521	O481	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42109D	10000
ICD9	987.8	TOXIC EFFECT OF OTHER SPECIFIED GASES, FUMES, OR VAPORS	9878	T596X2A	10000
ICD9	873.40	OPEN WOUND OF FACE, UNSPECIFIED SITE, UNCOMPLICATED	87340	S0993XA	10000
ICD9	910.9	OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FACE, NECK, AND SCALP, INFECTED	9109	L0889	10112
ICD9	944.00	BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED SITE OF HAND	94400	T23409A	10000
ICD9	712.86	OTHER SPECIFIED CRYSTAL ARTHROPATHIES INVOLVING LOWER LEG	71286	M11869	10000
ICD9	806.29	CLOSED FRACTURE OF T(7)-T(12) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	80629	S22079A	10112
ICD9	738.0	ACQUIRED DEFORMITY OF NOSE	7380	M950	00000
ICD9	717.7	CHONDROMALACIA OF PATELLA	7177	M2240	10000
ICD9	031.2	DISSEMINATED MYCOBACTERIAL DISEASE	0312	A312	00000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42482D	10000
ICD9	371.49	OTHER CORNEAL DEGENERATIONS	37149	H1849	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62313D	10000
ICD9	E933.5	VITAMINS, NOT ELSEWHERE CLASSIFIED, CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9335	NoDx	11000
ICD9	273.8	OTHER DISORDERS OF PLASMA PROTEIN METABOLISM	2738	E8809	10000
ICD9	789.62	ABDOMINAL TENDERNESS, LEFT UPPER QUADRANT	78962	R10812	10000
ICD9	717.3	OTHER AND UNSPECIFIED DERANGEMENT OF MEDIAL MENISCUS	7173	M23239	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82232D	10000
ICD9	277.83	Iatrogenic carnitine deficiency	27783	E7143	00000
ICD9	275.1	DISORDERS OF COPPER METABOLISM	2751	E8300	10000
ICD9	996.5	MECHANICAL COMPLICATION OF OTHER SPECIFIED PROSTHETIC DEVICE, IMPLANT, AND GRAFT	99659	T85692A	10000
ICD9	644.20	Early onset of delivery, unspecified as to episode of care or not applicable	64420	O6010X0	10000
ICD9	363.50	HEREDITARY CHOROIDAL DYSTROPHY OR ATROPHY, UNSPECIFIED	36350	H3120	00000
ICD9	477.9	ALLERGIC RHINITIS, CAUSE UNSPECIFIED	4779	J309	10000
ICD9	816.03	CLOSED FRACTURE OF MULTIPLE SITES OF PHALANX OR PHALANGES OF HAND	81603	S6290XA	10000
ICD9	295.2	CATATONIC TYPE SCHIZOPHRENIA	29520	F202	10000
ICD9	314.0	ATTENTION DEFICIT DISORDER OF CHILDHOOD	31400	F900	10000
ICD9	438.7	Disturbances of vision as late effect of cerebrovascular disease	4387	I69998	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S89309D	10000
ICD9	719.60	OTHER SYMPTOMS REFERABLE TO JOINT, SITE UNSPECIFIED	71960	R29898	10000
ICD9	300.16	Factitious disorder with predominantly psychological signs and symptoms	30016	F4489	10000
ICD9	816.11	OPEN FRACTURE OF MIDDLE OR PROXIMAL PHALANX OR PHALANGES OF HAND	81611	S62513B	10000
ICD9	582.4	CHRONIC GLOMERULONEPHRITIS WITH LESION OF RAPIDLY PROGRESSIVE GLOMERULONEPHRITIS	5824	N038	10000
ICD9	274.00	Gouty Arthropathy, Unspecified	27400	M1000	10000
ICD9	806.26	CLOSED FRACTURE OF T(7)-T(12) LEVEL WITH COMPLETE LESION OF CORD	80626	S24114A	10121
ICD9	E838.4	OTHER AND UNSPECIFIED WATER TRANSPORT ACCIDENT INJURING WATER SKIER	E8384	V944XXA	10000
ICD9	998.11	HEMORRHAGE COMPLICATING A PROCEDURE	99811	I9742	10000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F19259	10000
ICD9	224.4	BENIGN NEOPLASM OF CORNEA	2244	D3110	10000
ICD9	198.5	SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW	1985	C7952	10000
ICD9	798.1	INSTANTANEOUS DEATH	7981	R99	10000
ICD9	207.00	Acute erythremia and erythroleukemia without mention of having achieved remission	20700	C9400	00000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72412D	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32399D	10000
ICD9	200.31	Marginal zone lymphoma involving lymph nodes of head, face, and neck	20031	C8381	10000
ICD9	E947.3	ALCOHOL DETERRENTS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9473	NoDx	11000
ICD9	775.4	HYPOCALCEMIA AND HYPOMAGNESEMIA OF NEWBORN	7754	P713	10000
ICD9	V10.86	PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER PARTS OF NERVOUS SYSTEM	V1086	Z85848	00000
ICD9	648.51	Congenital cardiovascular disorders complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64851	O99413	10000
ICD9	197.5	SECONDARY MALIGNANT NEOPLASM OF LARGE INTESTINE AND RECTUM	1975	C785	00000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F16983	10000
ICD9	083.0	Q FEVER	0830	A78	00000
ICD9	E905.1	VENOMOUS SPIDERS CAUSING POISONING AND TOXIC REACTIONS	E9051	NoDx	11000
ICD9	V77.7	SCREENING FOR OTHER INBORN ERRORS OF METABOLISM	V777	Z13228	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32612D	10000
ICD9	996.02	MECHANICAL COMPLICATION DUE TO HEART VALVE PROSTHESIS	99602	T8203XA	10000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S1214XD	10000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72446E	10000
ICD9	353.9	UNSPECIFIED NERVE ROOT AND PLEXUS DISORDER	3539	G549	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62644D	10000
ICD9	598.1	TRAUMATIC URETHRAL STRICTURE	5981	N35014	10000
ICD9	E906	OTHER INJURY CAUSED BY ANIMALS	E9060	W540XXA	10000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S02602S	10000
ICD9	E928.3	HUMAN BITE	E9283	W503XXA	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S49032D	10000
ICD9	996.61	INFECTION AND INFLAMMATORY REACTION DUE TO CARDIAC DEVICE, IMPLANT, AND GRAFT	99661	T827XXA	10000
ICD9	379.16	OTHER DEGENERATIVE DISORDERS OF SCLERA	37916	H1589	10000
ICD9	717.85	OLD DISRUPTION OF OTHER LIGAMENTS OF KNEE	71785	M2350	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42261D	10000
ICD9	832	DISLOCATION OF ELBOW	83200	S53006A	10000
ICD9	781.9	OTHER SYMPTOMS INVOLVING NERVOUS AND MUSCULOSKELETAL SYSTEMS	78199	R2990	10000
ICD9	527.8	OTHER SPECIFIED DISEASES OF THE SALIVARY GLANDS	5278	K118	10000
ICD9	V72.81	PREOPERATIVE CARDIOVASCULAR EXAMINATION	V7281	Z01810	00000
ICD9	873.8	OTHER AND UNSPECIFIED OPEN WOUND OF HEAD WITHOUT MENTION OF COMPLICATION	8738	S0990XA	10000
ICD9	571.8	OTHER CHRONIC NONALCOHOLIC LIVER DISEASE	5718	K760	10000
ICD9	653.90	Unspecified disproportion in pregnancy, labor, and delivery, unspecified as to episode of care or not applicable	65390	O339	10000
ICD9	758.7	KLINEFELTER'S SYNDROME	7587	Q984	10000
ICD9	E876.8	OTHER SPECIFIED MISADVENTURES DURING MEDICAL CARE	E8768	Y658	10000
ICD9	709.8	OTHER SPECIFIED DISORDERS OF SKIN	7098	L942	10000
ICD9	836.64	LATERAL DISLOCATION OF TIBIA, PROXIMAL END, OPEN	83664	S81009A	10112
ICD9	947.2	BURN OF ESOPHAGUS	9472	T281XXA	10000
ICD9	345.71	EPILEPSIA PARTIALIS CONTINUA, WITH INTRACTABLE EPILEPSY	34571	G40111	10000
ICD9	642.42	Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication	64242	O1405	10000
ICD9	100	LEPTOSPIROSIS	1000	A270	00000
ICD9	V70.5	HEALTH EXAMINATION OF DEFINED SUBPOPULATIONS	V705	Z0289	10000
ICD9	642.51	Severe pre-eclampsia, delivered, with or without mention of antepartum condition	64251	O1412	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82201D	10000
ICD9	224.9	BENIGN NEOPLASM OF EYE, PART UNSPECIFIED	2249	D3190	10000
ICD9	704.42	Trichilemmal Cyst	70442	L7212	00000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82853E	10000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F13988	10000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S79091D	10000
ICD9	806.05	CLOSED FRACTURE OF C(5)-C(7) LEVEL WITH UNSPECIFIED SPINAL CORD INJURY	80605	S12500A	10122
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62242D	10000
ICD9	781.1	DISTURBANCES OF SENSATION OF SMELL AND TASTE	7811	R432	10000
ICD9	250.50	Diabetes mellitus with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled	25050	E11311	10000
ICD9	242.81	THYROTOXICOSIS OF OTHER SPECIFIED ORIGIN WITH MENTION OF THYROTOXIC CRISIS OR STORM	24281	E0581	10000
ICD9	801.96	OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION	80196	S069X9A	10112
ICD9	968.0	POISONING BY CENTRAL NERVOUS SYSTEM MUSCLE-TONE DEPRESSANTS	9680	T428X1A	10000
ICD9	156	MALIGNANT NEOPLASM OF GALLBLADDER AND EXTRAHEPATIC BILE DUCTS	1560	C23	00000
ICD9	908.0	LATE EFFECT OF INTERNAL INJURY TO CHEST	9080	S2699XS	10000
ICD9	041.2	PNEUMOCOCCUS INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE	0412	B953	10000
ICD9	642.61	Eclampsia, delivered, with or without mention of antepartum condition	64261	O151	10000
ICD9	348.1	ANOXIC BRAIN DAMAGE	3481	G931	00000
ICD9	905	LATE EFFECTS OF MUSCULOSKELETAL AND CONNECTIVE TISSUE INJURIES	9050	S02630S	10000
ICD9	738.5	OTHER ACQUIRED DEFORMITY OF BACK OR SPINE	7385	M9984	10000
ICD9	945.0	BURN OF LOWER LIMB(S), UNSPECIFIED DEGREE	94500	T24409A	10000
ICD9	202.14	MYCOSIS FUNGOIDES INVOLVING LYMPH NODES OF AXILLA AND UPPER LIMB	20214	C8404	10000
ICD9	V29.8	Observation and Evaluation of Newborn for Other Specified Suspected Condition	V298	Z055	10000
